(28.10.2019 14:17:39) CMD   : NumberOfKeystrokes("91,77", "1", "10")
(28.10.2019 14:17:44) DTL   :         KeyboardAction("System.Collections.Generic.List`1[System.Int32]", "10")
(28.10.2019 14:17:44) DTL   :           KeyDown:'RETURN'
(28.10.2019 14:17:44) DTL   :           Sleep("10")
(28.10.2019 14:17:44) DTL   :           KeyUp:'RETURN'
(28.10.2019 14:17:44) DTL   :       Sleep("10000")
(28.10.2019 14:17:54) DTL   :       NumberOfKeystrokes("91,77", "1", "10")
(28.10.2019 14:17:54) DTL   :         KeyboardAction("System.Collections.Generic.List`1[System.Int32]", "10")
(28.10.2019 14:17:54) DTL   :           KeyDown:'LWIN'
(28.10.2019 14:17:54) DTL   :           Sleep("10")
(28.10.2019 14:17:54) DTL   :           KeyDown:'VK_M'
(28.10.2019 14:17:54) DTL   :           Sleep("10")
(28.10.2019 14:17:54) DTL   :           KeyUp:'VK_M'
(28.10.2019 14:17:54) DTL   :           KeyUp:'LWIN'
