(28.10.2019 14:16:59) CMD   : NumberOfKeystrokes("91,77", "1", "10")
(28.10.2019 14:17:02) DTL   :     WindowsUI.GetElementRectangle("0", "False", "True", "False", "False")
(28.10.2019 14:17:02) DTL   :       WindowsUI.FocusWindow("ByName", "Подключение к удаленному рабочему столу", "0")
(28.10.2019 14:17:02) DTL   :         WindowsUI.FindWindow("ByName", "Подключение к удаленному рабочему столу", "System.Windows.Automation.AutomationElement", "Robin.RobotTools.RobinWatch")
(28.10.2019 14:17:03) DTL   :           Focus window with name 'Подключение к удаленному рабочему столу' is successfully
(28.10.2019 14:17:03) DTL   :           Focus on window Подключение к удаленному рабочему столу
(28.10.2019 14:17:03) DTL   :         Found 1 elements.
(28.10.2019 14:17:03) DTL   :         Order = 0, taking first.
(28.10.2019 14:17:03) DTL   :         elArr: Found Подключить
(28.10.2019 14:17:03) DTL   :         BoundingRectangle: (x=999, y=416, w=75, h=23)
(28.10.2019 14:17:03) DTL   :         GetCurrentPropertyValue: (x=999, y=416, w=75, h=23)
(28.10.2019 14:17:03) DTL   :         GetClickablePoint: (1036, 427)
(28.10.2019 14:17:03) DTL   :         x+w/2, y+h/2: (1036,5, 427,5)
(28.10.2019 14:17:03) DTL   :         Focused elementПодключить
(28.10.2019 14:17:03) DTL   :         SimulateSystem.ClickLeftMouseButton("1036", "427", "")
(28.10.2019 14:17:03) DTL   :           SimulateSystem.CalculateLocation("1036", "427", "")
(28.10.2019 14:17:03) DTL   :             (35362, 25910)
(28.10.2019 14:17:03) DTL   :           SimulateSystem.ClickMouseYeah("35362", "25910", "MOUSEEVENTF_LEFTUP", "MOUSEEVENTF_LEFTDOWN")
(28.10.2019 14:17:03) DTL   :           Click left mouse button complete
(28.10.2019 14:17:03) DTL   :         ForceClick on (1036,427)
(28.10.2019 14:17:03) WARN  : Action Timeout!
(28.10.2019 14:17:03) DTL   :         Sleep("1000")
(28.10.2019 14:17:04) DTL   :         TextEntry
(28.10.2019 14:17:04) DTL   :       NumberOfKeystrokes("13", "1", "10")
(28.10.2019 14:17:04) DTL   :         KeyboardAction("System.Collections.Generic.List`1[System.Int32]", "10")
(28.10.2019 14:17:04) DTL   :           KeyDown:'RETURN'
(28.10.2019 14:17:04) DTL   :           Sleep("10")
(28.10.2019 14:17:04) DTL   :           KeyUp:'RETURN'
(28.10.2019 14:17:04) DTL   :       Sleep("10000")
(28.10.2019 14:17:14) DTL   :       NumberOfKeystrokes("91,77", "1", "10")
(28.10.2019 14:17:14) DTL   :         KeyboardAction("System.Collections.Generic.List`1[System.Int32]", "10")
(28.10.2019 14:17:14) DTL   :           KeyDown:'LWIN'
(28.10.2019 14:17:14) DTL   :           Sleep("10")
(28.10.2019 14:17:14) DTL   :           KeyDown:'VK_M'
(28.10.2019 14:17:14) DTL   :           Sleep("10")
(28.10.2019 14:17:14) DTL   :           KeyUp:'VK_M'
(28.10.2019 14:17:14) DTL   :           KeyUp:'LWIN'
